"","mpg","milage","maketype","car_id","region","year","price","link","make","type","dealer","sold","scrapedate"
"1449","17.5",173000,"Toyota Yaris 1,0 Terra 3d","5618705","København",2002,11990,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-terra-3d/5618705","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1450","9.0",279000,"Ford Galaxy 2,3 Ambiente 5d","5618689","Østjylland",2005,19900,"https://bilbasen.dk/brugt/bil/ford/galaxy/23-ambiente-5d/5618689","Ford","Galaxy","NA",0,"2022-11-08 22:29:38.772658"
"1451","24.2",2000,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5618679","København",2022,199800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5618679","Ford","Fiesta","d7ac2cd1-110b-4467-aed1-b2e55c0a7099",0,"2022-11-08 22:29:38.772658"
"1452","22.4",1000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5618671","København",2022,279800,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5618671","Ford","Puma","d7ac2cd1-110b-4467-aed1-b2e55c0a7099",0,"2022-11-08 22:29:38.772658"
"1453","20.4",111000,"Ford Ka 1,2 Titanium 3d","5618630","Østjylland",2014,44900,"https://bilbasen.dk/brugt/bil/ford/ka/12-titanium-3d/5618630","Ford","Ka","b28608bf-b94b-4345-81db-9a63a767dae6",0,"2022-11-08 22:29:38.772658"
"1454","26.8",37000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5618587","Østjylland",2020,159900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5618587","Ford","Fiesta","644fc522-8114-4f38-88cc-1fdae3f6163e",0,"2022-11-08 22:29:38.772658"
"1455","23.8",9000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5618592","Nordjylland",2022,269700,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5618592","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"1456","19.6",92000,"Ford C-MAX 1,0 SCTi 125 Titanium 5d","5618561","Syd- og Sønderjylland",2014,119800,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-titanium-5d/5618561","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"1457","17.2",160071,"Volvo V60 2,0 T4 190 R-Design aut. 5d","5618547","Østjylland",2018,289900,"https://bilbasen.dk/brugt/bil/volvo/v60/20-t4-190-r-design-aut-5d/5618547","Volvo","V60","NA",0,"2022-11-08 22:29:38.772658"
"1458","26.3",54000,"Toyota Aygo 1,0 VVT-i x-play 5d","5618538","København",2016,69900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-5d/5618538","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1459","26.3",38000,"Toyota Aygo 1,0 VVT-i x-pression 5d","5618493","Fyn",2016,89900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-pression-5d/5618493","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1460","13.9",171000,"Toyota Avensis 1,8 VVT-i Sol 4d","5618502","Fyn",2006,36900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-sol-4d/5618502","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"1461","26.3",153000,"Toyota Aygo 1,0 VVT-i x-play Touch 5d","5618496","København",2015,69900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-touch-5d/5618496","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1462","7.8",59640,"Ford Mustang 5,0 V8 GT Convertible aut. 2d","5618439","Syd- og Vestsjælland",2016,599900,"https://bilbasen.dk/brugt/bil/ford/mustang/50-v8-gt-convertible-aut-2d/5618439","Ford","Mustang","NA",0,"2022-11-08 22:29:38.772658"
"1463","16.1",80500,"Ford Kuga 1,5 SCTi 150 Titanium 5d","5618451","Syd- og Vestsjælland",2017,212900,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-titanium-5d/5618451","Ford","Kuga","NA",0,"2022-11-08 22:29:38.772658"
"1464","20.8",48000,"Ford Focus 1,5 EcoBoost Titanium Business 5d","5581026","Nordjylland",2019,238900,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-titanium-business-5d/5581026","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1465","15.4",119000,"Toyota Avensis 1,8 VVT-i T2 4d","5618408","Fyn",2009,84900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-4d/5618408","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"1466","14.1",108000,"Toyota Auris 1,6 Terra 5d","5618386","København",2009,59900,"https://bilbasen.dk/brugt/bil/toyota/auris/16-terra-5d/5618386","Toyota","Auris","299d101d-27db-43ba-8a51-2981f6cc5142",0,"2022-11-08 22:29:38.772658"
"1467","19.6",49000,"Ford Fiesta 1,0 EcoBoost Titanium aut. 5d","5618382","København",2019,199900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-aut-5d/5618382","Ford","Fiesta","3c9baa99-af82-4405-be74-f782825b3412",0,"2022-11-08 22:29:38.772658"
"1468","23.3",91000,"Ford Fiesta 1,0 80 Titanium 5d","5618301","København",2017,84900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-80-titanium-5d/5618301","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1469","16.4",134000,"Ford Fiesta 1,3 Ambiente 5d","5618259","Nordsjælland",2007,27900,"https://bilbasen.dk/brugt/bil/ford/fiesta/13-ambiente-5d/5618259","Ford","Fiesta","70da5fa5-6af4-45c0-b207-d85ca4de0caf",0,"2022-11-08 22:29:38.772658"
"1470","22.0",16600,"Ford Focus 1,0 EcoBoost mHEV Titanium stc. DCT 5d","5618218","Vestjylland",2022,319900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-mhev-titanium-stc-dct-5d/5618218","Ford","Focus","5c487760-a986-4f31-9c34-a9bbdcb35dbd",0,"2022-11-08 22:29:38.772658"
"1471","22.4",7582,"Toyota Yaris 1,0 VVT-i T1 5d","5618185","Fyn",2020,159900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t1-5d/5618185","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1472","13.5",266800,"Toyota Avensis 1,8 VVT-i Terra 5d","5618643","Syd- og Vestsjælland",2002,14900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-terra-5d/5618643","Toyota","Avensis","9ea19f51-f175-4d3d-8744-a55f2ce1f548",0,"2022-11-08 22:29:38.772658"
"1473","13.7",314000,"Volvo V50 1,8 Kinetic 5d","5626268","Syd- og Vestsjælland",2005,35000,"https://bilbasen.dk/brugt/bil/volvo/v50/18-kinetic-5d/5626268","Volvo","V50","NA",0,"2022-11-08 22:29:38.772658"
"1474","21.7",159000,"Toyota Aygo 1,0  5d","5618138","Fyn",2008,25900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-5d/5618138","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1475","16.1",75000,"Toyota Avensis 1,8 VVT-i T2 Touring Sports 5d","5618080","Nordjylland",2017,179900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-touring-sports-5d/5618080","Toyota","Avensis","NA",0,"2022-11-08 22:29:38.772658"
"1476","15.2",277000,"Toyota Avensis 1,8 VVT-i T2 stc. 5d","5618043","Syd- og Sønderjylland",2009,59900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-stc-5d/5618043","Toyota","Avensis","9a4a8190-d559-420f-abca-6cec5780ce8a",0,"2022-11-08 22:29:38.772658"
"1477","19.6",152000,"Ford C-MAX 1,0 SCTi 125 Trend 5d","5618012","Vestjylland",2013,88000,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-trend-5d/5618012","Ford","C-MAX",NA,0,"2022-11-08 22:29:38.772658"
"1478","19.2",182000,"Toyota Yaris 1,3 TX M/M 5d","5617959","Nordsjælland",2010,59900,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-tx-mm-5d/5617959","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1479","20.4",77000,"Ford Fiesta 1,0 SCTi 100 Titanium aut. 5d","5617968","Østjylland",2015,109900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-titanium-aut-5d/5617968","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1480","23.3",163000,"Ford Fiesta 1,0 SCTi 100 Titanium X 5d","5617927","Syd- og Vestsjælland",2013,58800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-titanium-x-5d/5617927","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1481","16.1",123000,"Ford Kuga 1,5 SCTi 150 ST-Line 5d","5617892","Syd- og Sønderjylland",2017,214900,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-st-line-5d/5617892","Ford","Kuga","NA",0,"2022-11-08 22:29:38.772658"
"1482","19.0",45000,"Ford Fiesta 1,0 EcoBoost ST-Line aut. 5d","5619293","Syd- og Vestsjælland",2019,209900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-st-line-aut-5d/5619293","Ford","Fiesta","0a283f5c-e84b-4098-8d26-6b430166367a",0,"2022-11-08 22:29:38.772658"
"1483","26.3",68000,"Toyota Aygo 1,0 VVT-i x-press 5d","5618140","Nordjylland",2014,66900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-press-5d/5618140","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1484","23.3",6417,"Toyota Yaris 1,5 Active Tech 5d","5617738","Vestjylland",2022,219900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-active-tech-5d/5617738","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1485","26.3",31000,"Toyota Aygo 1,0 VVT-i x-cite 5d","5617729","København",2017,94900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-cite-5d/5617729","Toyota","Aygo","d0949ced-a3b8-4b13-849a-d30187a0725a",0,"2022-11-08 22:29:38.772658"
"1486","21.2",0,"Ford Puma 1,0 EcoBoost mHEV Titanium DCT 5d","5617709","Østjylland",2022,329900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-dct-5d/5617709","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"1487","26.3",65000,"Toyota Aygo 1,0 VVT-i x-black II 5d","5617397","Østjylland",2015,79800,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-black-ii-5d/5617397","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1488","9.6",171000,"Ford Mondeo 2,5 V6 170 Trend stc. 5d","5617379","Nordjylland",2005,29800,"https://bilbasen.dk/brugt/bil/ford/mondeo/25-v6-170-trend-stc-5d/5617379","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"1489","20.8",103000,"Ford Focus 1,0 SCTi 125 Business stc. 5d","5617452","Syd- og Sønderjylland",2015,127400,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-business-stc-5d/5617452","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1490","12.5",61000,"Ford Kuga 1,5 SCTi 176 Vignale aut. AWD 5d","5617283","Vestjylland",2019,299000,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-176-vignale-aut-awd-5d/5617283","Ford","Kuga","NA",0,"2022-11-08 22:29:38.772658"
"1491","26.3",126000,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d","5617269","Syd- og Vestsjælland",2015,74800,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/5617269","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1492","24.7",4277,"Toyota Aygo X 1,0 Pulse 5d","5617243","Syd- og Sønderjylland",2022,169990,"https://bilbasen.dk/brugt/bil/toyota/aygo-x/10-pulse-5d/5617243","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1493","21.3",55000,"Ford Focus 1,0 SCTi 125 Titanium 5d","5618156","Syd- og Vestsjælland",2017,159900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-titanium-5d/5618156","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1494","14.3",239000,"Toyota Corolla 1,6 Luna 5d","5617158","Syd- og Vestsjælland",2006,26800,"https://bilbasen.dk/brugt/bil/toyota/corolla/16-luna-5d/5617158","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"1495","21.3",110276,"Toyota Auris 1,2 T T2 Comfort 5d","5617142","Vestjylland",2016,139900,"https://bilbasen.dk/brugt/bil/toyota/auris/12-t-t2-comfort-5d/5617142","Toyota","Auris","NA",0,"2022-11-08 22:29:38.772658"
"1496","9.2",231000,"Volvo V70 2,4 R AWD 5d","5616968","Østjylland",2004,159900,"https://bilbasen.dk/brugt/bil/volvo/v70/24-r-awd-5d/5616968","Volvo","V70","NA",0,"2022-11-08 22:29:38.772658"
"1497","21.3",148000,"Toyota Auris 1,2 T T2 Comfort 5d","5616974","København",2015,109900,"https://bilbasen.dk/brugt/bil/toyota/auris/12-t-t2-comfort-5d/5616974","Toyota","Auris","NA",0,"2022-11-08 22:29:38.772658"
"1498","15.5",123000,"Volvo XC40 2,0 T5 247 R-Design aut. AWD 5d","5616958","København",2018,375000,"https://bilbasen.dk/brugt/bil/volvo/xc40/20-t5-247-r-design-aut-awd-5d/5616958","Volvo","XC40","NA",0,"2022-11-08 22:29:38.772658"
"1499","17.2",133000,"Ford Fiesta 1,4 Trend 5d","5616960","Nordjylland",2012,69800,"https://bilbasen.dk/brugt/bil/ford/fiesta/14-trend-5d/5616960","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1500","20.4",21500,"Ford Focus 1,5 EcoBoost ST-Line Business 5d","5443440","Syd- og Vestsjælland",2019,234800,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-st-line-business-5d/5443440","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1501","21.6",67017,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d","5616777","Syd- og Sønderjylland",2019,169900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-ie-t3-smart-5d/5616777","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1502","13.5",70000,"Ford Kuga 1,5 SCTi 182 Vignale aut. AWD 5d","5616759","Nordjylland",2017,269700,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-182-vignale-aut-awd-5d/5616759","Ford","Kuga","NA",0,"2022-11-08 22:29:38.772658"
"1503","21.2",0,"Ford Puma 1,0 EcoBoost mHEV Titanium Design DCT 5d","5616719","Østjylland",2022,319800,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-design-dct-5d/5616719","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"1504","21.2",9800,"Ford Puma 1,0 EcoBoost mHEV Titanium DCT 5d","5616675","Fyn",2022,309900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-dct-5d/5616675","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"1505","28.9",18000,"Toyota Aygo 1,0 VVT-i x-press 5d","5617786","København",2020,114900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-press-5d/5617786","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1506","17.9",142000,"Ford Fiesta 1,25 82 Trend 5d","5616603","Syd- og Sønderjylland",2010,49880,"https://bilbasen.dk/brugt/bil/ford/fiesta/125-82-trend-5d/5616603","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1507","12.7",83000,"Ford Ka 1,6 StreetKa 2d","5616485","Fyn",2004,59900,"https://bilbasen.dk/brugt/bil/ford/ka/16-streetka-2d/5616485","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"1508","19.2",219000,"Ford Grand C-MAX 1,0 SCTi 125 Titanium 7prs 5d","5616444","Østjylland",2016,119900,"https://bilbasen.dk/brugt/bil/ford/grand-c-max/10-scti-125-titanium-7prs-5d/5616444","Ford","Grand","NA",0,"2022-11-08 22:29:38.772658"
"1509","",0,"Toyota Corolla 1,6 GT 3d","5616096","Syd- og Sønderjylland",1985,70000,"https://bilbasen.dk/brugt/bil/toyota/corolla/16-gt-3d/5616096","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"1510","20.2",35000,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d","5616845","København",2019,164900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-ie-t3-smart-5d/5616845","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1511","23.3",120000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5615898","Østjylland",2017,119900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5615898","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1512","23.3",155000,"Toyota Aygo 1,0 VVT-i T3 5d","5615890","Vestjylland",2013,42800,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-t3-5d/5615890","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1513","21.3",103000,"Toyota Auris 1,2 T T2 Comfort 5d","5615858","Nordjylland",2016,144060,"https://bilbasen.dk/brugt/bil/toyota/auris/12-t-t2-comfort-5d/5615858","Toyota","Auris","NA",0,"2022-11-08 22:29:38.772658"
"1514","20.4",149000,"Ford Focus 1,0 SCTi 100 Trend stc. ECO 5d","5615808","Østjylland",2012,74900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-trend-stc-eco-5d/5615808","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1515","17.2",77000,"Ford Mondeo 1,5 SCTi 160 Titanium 5d","5615807","Syd- og Sønderjylland",2018,189900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-5d/5615807","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"1516","26.3",83000,"Toyota Aygo 1,0 VVT-i x-play Touch 5d","5615636","København",2015,69900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-touch-5d/5615636","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1517","26.3",135000,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d","5615567","Syd- og Vestsjælland",2015,64700,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/5615567","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1518","23.3",61000,"Ford Fiesta 1,0 SCTi 125 Titanium 5d","5615550","Syd- og Vestsjælland",2016,108800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-titanium-5d/5615550","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1519","15.4",112000,"Ford Mondeo 1,5 SCTi 160 Titanium stc. aut. 5d","5615497","Nordjylland",2016,194900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-stc-aut-5d/5615497","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"1520","14.3",224000,"Toyota Corolla 1,6 Terra 5d","5615449","Nordjylland",2002,19900,"https://bilbasen.dk/brugt/bil/toyota/corolla/16-terra-5d/5615449","Toyota","Corolla","NA",0,"2022-11-08 22:29:38.772658"
"1521","19.2",191000,"Toyota Yaris 1,3 VVT-i T2 5d","5615448","Nordjylland",2012,42700,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-vvt-i-t2-5d/5615448","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1522","15.4",163000,"Ford Fusion 1,4 Ambiente 5d","5563024","København",2007,22900,"https://bilbasen.dk/brugt/bil/ford/fusion/14-ambiente-5d/5563024","Ford","Fusion","NA",0,"2022-11-08 22:29:38.772658"
"1523","16.4",68000,"Volvo XC40 2,0 T4 190 R-Design aut. 5d","5615286","København",2019,419900,"https://bilbasen.dk/brugt/bil/volvo/xc40/20-t4-190-r-design-aut-5d/5615286","Volvo","XC40","NA",0,"2022-11-08 22:29:38.772658"
"1524","23.3",73000,"Toyota Aygo 1,0 VVT-i T2 Air 5d","5615206","Fyn",2013,49900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-t2-air-5d/5615206","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1525","20.4",96800,"Ford Ka 1,2 Trend+ 3d","5615076","Østjylland",2013,42750,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5615076","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"1526","18.5",170700,"Toyota Yaris 1,0 Luna 5d","5614935","København",2006,29900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-luna-5d/5614935","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1527","20.8",131000,"Ford Focus 1,0 SCTi 100 Titanium stc. 5d","5614901","Nordjylland",2014,89800,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-titanium-stc-5d/5614901","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1528","14.7",69000,"Toyota Verso 1,6 T1 5d","5614852","Østjylland",2011,109900,"https://bilbasen.dk/brugt/bil/toyota/verso/16-t1-5d/5614852","Toyota","Verso","NA",0,"2022-11-08 22:29:38.772658"
"1529","26.3",127000,"Toyota Aygo 1,0 VVT-i x-cite 5d","5614847","Nordsjælland",2017,69900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-cite-5d/5614847","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"1530","12.9",214457,"Ford Mondeo 1,8 Trend 4d","5614739","Syd- og Vestsjælland",2002,14500,"https://bilbasen.dk/brugt/bil/ford/mondeo/18-trend-4d/5614739","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"1531","22.9",45000,"Ford Focus 1,0 EcoBoost Titanium 5d","5614611","Nordjylland",2019,196800,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-5d/5614611","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1532","20.4",65000,"Ford B-MAX 1,0 SCTi 100 Titanium 5d","5614564","Nordjylland",2016,142900,"https://bilbasen.dk/brugt/bil/ford/b-max/10-scti-100-titanium-5d/5614564","Ford","B-MAX","NA",0,"2022-11-08 22:29:38.772658"
"1533","14.9",2e+05,"Ford Focus 1,6 Trend Collection 5d","5614494","Østjylland",2010,32900,"https://bilbasen.dk/brugt/bil/ford/focus/16-trend-collection-5d/5614494","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1534","15.6",169000,"Ford Fiesta 1,4 Trend 5d","5607962","Nordjylland",2003,24800,"https://bilbasen.dk/brugt/bil/ford/fiesta/14-trend-5d/5607962","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1535","21.3",177000,"Ford Focus 1,0 SCTi 100 Trend ECO 5d","5614400","Syd- og Sønderjylland",2013,74900,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-100-trend-eco-5d/5614400","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1536","20.8",112000,"Toyota Yaris 1,5 VVT-i T2 Premium 5d","5614312","Østjylland",2017,124980,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-i-t2-premium-5d/5614312","Toyota","Yaris","NA",0,"2022-11-08 22:29:38.772658"
"1537","20.4",101000,"Ford Ka 1,2 Trend 3d","5614112","Nordjylland",2011,35700,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5614112","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"1538","16.9",170000,"Ford Fiesta 1,6 SCTi 182 ST2 3d","5618103","Syd- og Vestsjælland",2015,139900,"https://bilbasen.dk/brugt/bil/ford/fiesta/16-scti-182-st2-3d/5618103","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1539","16.2",21000,"Volvo XC60 2,0 B4 197 Momentum aut. 5d","5630461","Syd- og Sønderjylland",2021,499900,"https://bilbasen.dk/brugt/bil/volvo/xc60/20-b4-197-momentum-aut-5d/5630461","Volvo","XC60","NA",0,"2022-11-08 22:29:38.772658"
"1540","23.3",89400,"Ford Fiesta 1,0 SCTi 125 Trend 5d","5613964","Vestjylland",2015,89900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-trend-5d/5613964","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1541","23.3",75000,"Ford Fiesta 1,0 SCTi 100 Titanium 5d","5614114","Fyn",2014,89900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-titanium-5d/5614114","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
"1542","18.9",135000,"Volvo V40 1,6 T3 150 Kinetic 5d","5613872","Syd- og Vestsjælland",2013,144444,"https://bilbasen.dk/brugt/bil/volvo/v40/16-t3-150-kinetic-5d/5613872","Volvo","V40","NA",0,"2022-11-08 22:29:38.772658"
"1543","16.9",162200,"Ford Focus 1,6 Ti-VCT 105 Trend 5d","5613761","Vestjylland",2012,58000,"https://bilbasen.dk/brugt/bil/ford/focus/16-ti-vct-105-trend-5d/5613761","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1544","16.9",195000,"Ford Focus 1,6 Ti-VCT 105 Trend 5d","5613741","Syd- og Vestsjælland",2011,57900,"https://bilbasen.dk/brugt/bil/ford/focus/16-ti-vct-105-trend-5d/5613741","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1545","17.9",76000,"Ford Focus 1,5 SCTi 150 Titanium stc. 5d","5613495","Syd- og Sønderjylland",2018,179900,"https://bilbasen.dk/brugt/bil/ford/focus/15-scti-150-titanium-stc-5d/5613495","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"1546","15.4",286000,"Ford Fusion 1,4 Trend 5d","5613465","Syd- og Sønderjylland",2003,14900,"https://bilbasen.dk/brugt/bil/ford/fusion/14-trend-5d/5613465","Ford","Fusion","NA",0,"2022-11-08 22:29:38.772658"
"1547","20.4",173000,"Ford Ka 1,2 Trend+ 3d","5613466","Fyn",2014,24999,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/5613466","Ford","Ka","NA",0,"2022-11-08 22:29:38.772658"
"1548","12.3",221000,"Volvo V60 2,0 T5 240 Summum 5d","5613458","Østjylland",2011,139900,"https://bilbasen.dk/brugt/bil/volvo/v60/20-t5-240-summum-5d/5613458","Volvo","V60","NA",0,"2022-11-08 22:29:38.772658"
"1549","16.9",88900,"Ford Mondeo 1,5 SCTi 160 Titanium stc. 5d","5438993","Vestjylland",2017,204900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-stc-5d/5438993","Ford","Mondeo","NA",0,"2022-11-08 22:29:38.772658"
"1550","25.6",28500,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5613261","Fyn",2020,224900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5613261","Ford","Puma","NA",0,"2022-11-08 22:29:38.772658"
"1551","17.9",107000,"Ford Fiesta 1,25 82 Ambiente 3d","5441802","Syd- og Vestsjælland",2012,69900,"https://bilbasen.dk/brugt/bil/ford/fiesta/125-82-ambiente-3d/5441802","Ford","Fiesta","NA",0,"2022-11-08 22:29:38.772658"
