"","mpg","milage","maketype","car_id","region","year","price","link","make","type","dealer","sold","scrapedate"
"1","21.6",18000,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d","5559177","København",2019,169900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-vvt-ie-t3-smart-5d/5559177","Toyota","Yaris","cc0e2a10-86c4-4047-8106-68131152b5d5",0,"2022-11-08 22:29:38.772658"
"2","20.4",254000,"Ford Ka 1,2 Trend 3d","4367512","Nordjylland",2011,34900,"https://bilbasen.dk/brugt/bil/ford/ka/12-trend-3d/4367512","Ford","Ka","824329c5-6f22-40d0-b252-073e75246f98",0,"2022-11-08 22:29:38.772658"
"3","",51000,"Ford Mustang 4,7 V8 289cui. 2d","5506605","København",1965,245000,"https://bilbasen.dk/brugt/bil/ford/mustang/47-v8-289cui-2d/5506605","Ford","Mustang",NA,0,"2022-11-08 22:29:38.772658"
"4","13.9",246000,"Toyota Avensis 1,8 VVT-i Sol stc. 5d","5518799","København",2004,29999,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-sol-stc-5d/5518799","Toyota","Avensis","1ed4283a-6467-41e6-bb49-ac3730a80987",0,"2022-11-08 22:29:38.772658"
"5","17.9",97000,"Volvo V40 2,0 T2 122 Momentum Eco 5d","5604536","Nordjylland",2017,199900,"https://bilbasen.dk/brugt/bil/volvo/v40/20-t2-122-momentum-eco-5d/5604536","Volvo","V40","486d4395-cb1a-4afe-b8c3-7bcad705d450",0,"2022-11-08 22:29:38.772658"
"6","16.9",139000,"Ford Focus 1,6 Ti-VCT 105 Trend 5d","5453000","Fyn",2012,74900,"https://bilbasen.dk/brugt/bil/ford/focus/16-ti-vct-105-trend-5d/5453000","Ford","Focus","NA",0,"2022-11-08 22:29:38.772658"
"7","20.4",124000,"Ford B-MAX 1,0 SCTi 125 Titanium 5d","5575903","Syd- og Sønderjylland",2015,119900,"https://bilbasen.dk/brugt/bil/ford/b-max/10-scti-125-titanium-5d/5575903","Ford","B-MAX",NA,0,"2022-11-08 22:29:38.772658"
"8","15.4",136000,"Toyota Avensis 1,8 VVT-i T2 Premium Touring Sports 5d","5625031","Syd- og Vestsjælland",2016,194900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-touring-sports-5d/5625031","Toyota","Avensis","9ea19f51-f175-4d3d-8744-a55f2ce1f548",0,"2022-11-08 22:29:38.772658"
"9","26.8",10000,"Ford Fiesta 1,0 EcoBoost Titanium X 5d","5518776","Nordsjælland",2020,169700,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-x-5d/5518776","Ford","Fiesta","631c3a6e-d1cd-430d-9985-05ae242d40ef",0,"2022-11-08 22:29:38.772658"
"10","18.3",47000,"Ford Fiesta 1,5 EcoBoost ST3 5d","5529571","København",2019,259900,"https://bilbasen.dk/brugt/bil/ford/fiesta/15-ecoboost-st3-5d/5529571","Ford","Fiesta","3c9baa99-af82-4405-be74-f782825b3412",0,"2022-11-08 22:29:38.772658"
"11","28.9",32000,"Toyota Aygo 1,0 VVT-i x-style 5d","5604497","Østjylland",2019,104900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-style-5d/5604497","Toyota","Aygo",NA,0,"2022-11-08 22:29:38.772658"
"12","14.9",28000,"Toyota Corolla 1,4 Luna 4d","5391868","Syd- og Vestsjælland",2007,89900,"https://bilbasen.dk/brugt/bil/toyota/corolla/14-luna-4d/5391868","Toyota","Corolla","bbf80f64-7994-499b-88c3-f8656e19ce83",0,"2022-11-08 22:29:38.772658"
"13","19.8",34000,"Ford Puma 1,0 EcoBoost Titanium DCT 5d","5604482","Syd- og Sønderjylland",2021,279500,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-titanium-dct-5d/5604482","Ford","Puma","ff12e58b-937a-494b-9cef-8bdb2f1e61ea",0,"2022-11-08 22:29:38.772658"
"14","15.4",96000,"Ford C-MAX 1,5 SCTi 182 Titanium aut. 5d","5518754","København",2017,169800,"https://bilbasen.dk/brugt/bil/ford/c-max/15-scti-182-titanium-aut-5d/5518754","Ford","C-MAX","NA",0,"2022-11-08 22:29:38.772658"
"15","25.8",2000,"Toyota Aygo X 1,0 Active 5d","5459230","København",2022,144990,"https://bilbasen.dk/brugt/bil/toyota/aygo-x/10-active-5d/5459230","Toyota","Aygo","75d7e816-ab95-42c1-a0a2-075b589b46bf",0,"2022-11-08 22:29:38.772658"
"16","19.0",56000,"Ford Focus 1,0 EcoBoost Titanium stc. aut. 5d","5574546","København",2019,244900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-stc-aut-5d/5574546","Ford","Focus","3c9baa99-af82-4405-be74-f782825b3412",0,"2022-11-08 22:29:38.772658"
"17","23.3",174200,"Ford Fiesta 1,0 SCTi 125 Titanium 5d","5590255","Syd- og Vestsjælland",2013,69900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-titanium-5d/5590255","Ford","Fiesta","9ea19f51-f175-4d3d-8744-a55f2ce1f548",0,"2022-11-08 22:29:38.772658"
"18","26.3",136000,"Toyota Aygo 1,0 VVT-i x-press 5d","5596702","Nordsjælland",2017,64900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-press-5d/5596702","Toyota","Aygo","0a5d2a2f-6945-469a-ad8a-02060d1246fd",0,"2022-11-08 22:29:38.772658"
"19","22.4",5000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5518719","Syd- og Vestsjælland",2022,269500,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5518719","Ford","Puma","c91453f0-3a43-4ce5-88ca-8572574ebfec",0,"2022-11-08 22:29:38.772658"
"20","23.3",96000,"Ford Fiesta 1,0 SCTi 100 Titanium 5d","5595863","Syd- og Sønderjylland",2015,99900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-100-titanium-5d/5595863","Ford","Fiesta","d5ba4837-3a31-4146-88d2-956ca9013a5d",0,"2022-11-08 22:29:38.772658"
"21","22.2",91000,"Ford Fiesta 1,0 EcoBoost Vignale 5d","5529475","Østjylland",2018,159700,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-vignale-5d/5529475","Ford","Fiesta",NA,0,"2022-11-08 22:29:38.772658"
"22","19.6",114000,"Ford C-MAX 1,0 SCTi 100 Edition 5d","5544431","Vestjylland",2015,109500,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-100-edition-5d/5544431","Ford","C-MAX","0a00f372-9779-4bdc-8ecd-2b4a11618bd9",0,"2022-11-08 22:29:38.772658"
"23","24.2",50,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5604389","Fyn",2022,209900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5604389","Ford","Fiesta","902e609b-0b1d-46ac-986d-3287ef26724e",0,"2022-11-08 22:29:38.772658"
"24","20.4",75000,"Ford B-MAX 1,0 SCTi 100 Titanium 5d","5617405","København",2012,79900,"https://bilbasen.dk/brugt/bil/ford/b-max/10-scti-100-titanium-5d/5617405","Ford","B-MAX","3c6127f7-17c3-4938-90ba-7c059721eca9",0,"2022-11-08 22:29:38.772658"
"25","15.4",80000,"Ford S-MAX 1,5 SCTi 160 Titanium 7prs 5d","5558977","København",2017,249900,"https://bilbasen.dk/brugt/bil/ford/s-max/15-scti-160-titanium-7prs-5d/5558977","Ford","S-MAX",NA,0,"2022-11-08 22:29:38.772658"
"26","19.6",124000,"Ford C-MAX 1,0 SCTi 125 Titanium 5d","5535932","Syd- og Vestsjælland",2015,139500,"https://bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-titanium-5d/5535932","Ford","C-MAX","d5b30775-5661-4c4c-811c-73c1bfa76b25",0,"2022-11-08 22:29:38.772658"
"27","10.4",191000,"Toyota Avensis 2,4 Sol stc. aut. 5d","5427674","Syd- og Vestsjælland",2007,60000,"https://bilbasen.dk/brugt/bil/toyota/avensis/24-sol-stc-aut-5d/5427674","Toyota","Avensis","bbf80f64-7994-499b-88c3-f8656e19ce83",0,"2022-11-08 22:29:38.772658"
"28","26.2",27000,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d","5499694","Østjylland",2020,229800,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-st-line-5d/5499694","Ford","Puma","f1a74b93-70b6-4ae1-b818-6a48b7770cd7",0,"2022-11-08 22:29:38.772658"
"29","26.3",19000,"Toyota Aygo 1,0 VVT-i x-play Touch 5d","5544312","København",2015,84900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-touch-5d/5544312","Toyota","Aygo","45167abe-5117-49e1-90da-edb78a203da1",0,"2022-11-08 22:29:38.772658"
"30","22.8",9000,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d","5506358","Østjylland",2021,274900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-st-line-5d/5506358","Ford","Puma","5042b401-2b2a-490d-9728-5d8182822a1f",0,"2022-11-08 22:29:38.772658"
"31","19.8",10500,"Ford Focus 1,0 EcoBoost Titanium X aut. 5d","5518611","København",2021,269900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-x-aut-5d/5518611","Ford","Focus","cde6e4ff-22fa-4caf-973c-6f7880fb89a0",0,"2022-11-08 22:29:38.772658"
"32","14.5",213000,"Ford C-MAX 1,6 Ambiente 5d","5478180","København",2007,44900,"https://bilbasen.dk/brugt/bil/ford/c-max/16-ambiente-5d/5478180","Ford","C-MAX","1b7a135b-d63b-42be-a550-f912882f9fef",0,"2022-11-08 22:29:38.772658"
"33","28.9",35000,"Toyota Aygo 1,0 VVT-i x-clusiv 5d","5604224","Syd- og Vestsjælland",2021,117500,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-clusiv-5d/5604224","Toyota","Aygo","NA",0,"2022-11-08 22:29:38.772658"
"34","18.5",96000,"Volvo V40 1,6 T3 150 Kinetic 5d","4487107","Syd- og Vestsjælland",2013,180000,"https://bilbasen.dk/brugt/bil/volvo/v40/16-t3-150-kinetic-5d/4487107","Volvo","V40","d4974ed8-d2e7-4cfa-bc21-53ed211bb6eb",0,"2022-11-08 22:29:38.772658"
"35","17.9",122400,"Ford Focus 1,5 SCTi 150 Titanium stc. 5d","5544243","Syd- og Vestsjælland",2016,152900,"https://bilbasen.dk/brugt/bil/ford/focus/15-scti-150-titanium-stc-5d/5544243","Ford","Focus","c6fef817-d360-4039-85ea-98c14d650692",0,"2022-11-08 22:29:38.772658"
"36","24.7",2000,"Toyota Aygo X 1,0 Active 5d","5478132","København",2022,145980,"https://bilbasen.dk/brugt/bil/toyota/aygo-x/10-active-5d/5478132","Toyota","Aygo","c93919f9-fea7-409e-ae31-bf5c47d9f6b5",0,"2022-11-08 22:29:38.772658"
"37","19.3",38000,"Volvo V40 1,5 T3 152 Dynamic Edition aut. 5d","5617246","Syd- og Sønderjylland",2019,299900,"https://bilbasen.dk/brugt/bil/volvo/v40/15-t3-152-dynamic-edition-aut-5d/5617246","Volvo","V40","9a4a8190-d559-420f-abca-6cec5780ce8a",0,"2022-11-08 22:29:38.772658"
"38","16.7",85000,"Toyota Yaris 1,3 Luna 5d","5604144","Nordsjælland",2006,54900,"https://bilbasen.dk/brugt/bil/toyota/yaris/13-luna-5d/5604144","Toyota","Yaris","70da5fa5-6af4-45c0-b207-d85ca4de0caf",0,"2022-11-08 22:29:38.772658"
"39","16.1",137000,"Ford Kuga 1,5 SCTi 150 ST-Line 5d","5604150","Østjylland",2017,209900,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-st-line-5d/5604150","Ford","Kuga","5b34bbe5-c412-403b-9964-4617f8377131",0,"2022-11-08 22:29:38.772658"
"40","27.5",18500,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d","5558810","Nordjylland",2021,199900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-st-line-5d/5558810","Ford","Fiesta",NA,0,"2022-11-08 22:29:38.772658"
"41","22.2",101000,"Ford Fiesta 1,0 SCTi 140 Titanium 5d","5518549","Syd- og Sønderjylland",2016,99900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-140-titanium-5d/5518549","Ford","Fiesta","49386c8c-ae10-4ba7-b8ae-636814a24152",0,"2022-11-08 22:29:38.772658"
"42","16.2",60000,"Volvo V60 2,0 T4 190 Momentum aut. 5d","5617197","Syd- og Sønderjylland",2020,399900,"https://bilbasen.dk/brugt/bil/volvo/v60/20-t4-190-momentum-aut-5d/5617197","Volvo","V60","9a4a8190-d559-420f-abca-6cec5780ce8a",0,"2022-11-08 22:29:38.772658"
"43","14.0",213000,"Volvo V50 1,6 Momentum 5d","5492663","København",2007,54900,"https://bilbasen.dk/brugt/bil/volvo/v50/16-momentum-5d/5492663","Volvo","V50","0b496efc-45ce-4fd3-9438-1b6505e4732c",0,"2022-11-08 22:29:38.772658"
"44","25.6",24000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5588813","Syd- og Sønderjylland",2020,224800,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5588813","Ford","Puma","38e25bf1-0d6b-409a-95ac-97178beff6d1",0,"2022-11-08 22:29:38.772658"
"45","26.3",78000,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d","5427377","København",2016,89900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/5427377","Toyota","Aygo","7a0e8386-d233-48fc-871d-70721e68c869",0,"2022-11-08 22:29:38.772658"
"46","20.4",138000,"Ford B-MAX 1,0 SCTi 125 Titanium 5d","5574251","Syd- og Sønderjylland",2013,95000,"https://bilbasen.dk/brugt/bil/ford/b-max/10-scti-125-titanium-5d/5574251","Ford","B-MAX",NA,0,"2022-11-08 22:29:38.772658"
"47","24.2",100,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5617140","Syd- og Sønderjylland",2022,237900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5617140","Ford","Fiesta","f371878e-4204-4114-a44b-8c8453b6c945",0,"2022-11-08 22:29:38.772658"
"48","18.6",83500,"Ford Focus 1,5 EcoBoost ST-Line Business stc. aut. 5d","5600873","Syd- og Vestsjælland",2019,329900,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-st-line-business-stc-aut-5d/5600873","Ford","Focus","9ea19f51-f175-4d3d-8744-a55f2ce1f548",0,"2022-11-08 22:29:38.772658"
"49","22.9",14000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5604030","Syd- og Vestsjælland",2019,169900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5604030","Ford","Fiesta","8ff6f86f-0eca-401e-8b93-0e8b7b86e877",0,"2022-11-08 22:29:38.772658"
"50","13.5",185000,"Volvo V60 CC 2,5 T5 254 Plus aut. AWD 5d","5588762","Østjylland",2017,259980,"https://bilbasen.dk/brugt/bil/volvo/v60-cc/25-t5-254-plus-aut-awd-5d/5588762","Volvo","V60","4daa4082-9923-4597-af34-edb1161e13e5",0,"2022-11-08 22:29:38.772658"
"51","15.9",66000,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d","5529163","København",2018,239900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-aut-5d/5529163","Ford","Mondeo","05ffa5db-f9b6-433f-bb23-003456ff3ea4",0,"2022-11-08 22:29:38.772658"
"52","23.3",112000,"Ford Fiesta 1,0 EcoBoost ST-Line 5d","5458825","Østjylland",2017,119900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-st-line-5d/5458825","Ford","Fiesta","48a9bacf-5533-44b2-9a98-312a625f514d",0,"2022-11-08 22:29:38.772658"
"53","15.9",75000,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d","5138800","København",2017,229800,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-aut-5d/5138800","Ford","Mondeo","389e6ee2-9b0f-426f-96d8-021f74be8f96",0,"2022-11-08 22:29:38.772658"
"54","26.3",61000,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d","5617068","Østjylland",2015,69000,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/5617068","Toyota","Aygo","0ad50dc8-df37-4f3e-8871-daa99cd2abaf",0,"2022-11-08 22:29:38.772658"
"55","22.8",1000,"Ford Focus 1,0 EcoBoost mHEV Titanium Style stc. 5d","5617030","Syd- og Vestsjælland",2022,299900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-mhev-titanium-style-stc-5d/5617030","Ford","Focus","aafa78b5-1157-4122-9825-49d001266208",0,"2022-11-08 22:29:38.772658"
"56","16.7",82483,"Volvo XC40 2,0 T4 190 Momentum aut. 5d","5588719","Vestjylland",2019,394900,"https://bilbasen.dk/brugt/bil/volvo/xc40/20-t4-190-momentum-aut-5d/5588719","Volvo","XC40","5c487760-a986-4f31-9c34-a9bbdcb35dbd",0,"2022-11-08 22:29:38.772658"
"57","22.4",5000,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d","5506086","Vestjylland",2022,279000,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-st-line-5d/5506086","Ford","Puma","0a00f372-9779-4bdc-8ecd-2b4a11618bd9",0,"2022-11-08 22:29:38.772658"
"58","23.4",43000,"Toyota Yaris 1,0 VVT-i T2 5d","5603926","Nordsjælland",2019,134900,"https://bilbasen.dk/brugt/bil/toyota/yaris/10-vvt-i-t2-5d/5603926","Toyota","Yaris","42410ec9-8c2c-4166-964f-092d666b2fe1",0,"2022-11-08 22:29:38.772658"
"59","8.3",56000,"Ford Mustang 5,0 V8 GT Fastback aut. 2d","5616973","København",2017,628800,"https://bilbasen.dk/brugt/bil/ford/mustang/50-v8-gt-fastback-aut-2d/5616973","Ford","Mustang",NA,0,"2022-11-08 22:29:38.772658"
"60","28.9",99000,"Toyota Aygo 1,0 VVT-i x-play 5d","5535561","Syd- og Vestsjælland",2019,88500,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-play-5d/5535561","Toyota","Aygo","d5b30775-5661-4c4c-811c-73c1bfa76b25",0,"2022-11-08 22:29:38.772658"
"61","22.4",2000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5506045","Vestjylland",2022,279000,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5506045","Ford","Puma","0a00f372-9779-4bdc-8ecd-2b4a11618bd9",0,"2022-11-08 22:29:38.772658"
"62","23.7",20104,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5506028","Syd- og Sønderjylland",2021,184900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5506028","Ford","Fiesta","f371878e-4204-4114-a44b-8c8453b6c945",0,"2022-11-08 22:29:38.772658"
"63","19.2",133000,"Ford Grand C-MAX 1,0 SCTi 125 Titanium 7prs 5d","5590804","Syd- og Sønderjylland",2016,159900,"https://bilbasen.dk/brugt/bil/ford/grand-c-max/10-scti-125-titanium-7prs-5d/5590804","Ford","Grand","a9160e6d-a7a7-417f-863d-a1d30bb132d6",0,"2022-11-08 22:29:38.772658"
"64","20.4",54700,"Ford B-MAX 1,0 SCTi 125 Titanium 5d","5558592","Østjylland",2016,134700,"https://bilbasen.dk/brugt/bil/ford/b-max/10-scti-125-titanium-5d/5558592","Ford","B-MAX","5042b401-2b2a-490d-9728-5d8182822a1f",0,"2022-11-08 22:29:38.772658"
"65","22.4",3000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5506010","Vestjylland",2022,279500,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5506010","Ford","Puma","0a00f372-9779-4bdc-8ecd-2b4a11618bd9",0,"2022-11-08 22:29:38.772658"
"66","14.7",163000,"Toyota Avensis 1,8 VVT-i T2 E-CVT 4d","5603790","København",2010,89900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-e-cvt-4d/5603790","Toyota","Avensis","c3928a12-9df0-453f-bc0a-1be8a8c14ad5",0,"2022-11-08 22:29:38.772658"
"67","23.3",119000,"Ford Fiesta 1,0 SCTi 125 Titanium 5d","5492359","Syd- og Sønderjylland",2015,99900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-scti-125-titanium-5d/5492359","Ford","Fiesta","a9160e6d-a7a7-417f-863d-a1d30bb132d6",0,"2022-11-08 22:29:38.772658"
"68","21.6",54000,"Ford Focus 1,0 EcoBoost Titanium Business stc. 5d","5603793","Syd- og Vestsjælland",2019,209800,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-business-stc-5d/5603793","Ford","Focus","d7c03384-65de-4ed5-9bb0-f66db9164dce",0,"2022-11-08 22:29:38.772658"
"69","24.2",4000,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d","5603760","København",2022,219900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-st-line-5d/5603760","Ford","Fiesta","3c9baa99-af82-4405-be74-f782825b3412",0,"2022-11-08 22:29:38.772658"
"70","21.6",14000,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d","5603761","Syd- og Sønderjylland",2021,239900,"https://bilbasen.dk/brugt/bil/ford/puma/10-ecoboost-mhev-titanium-5d/5603761","Ford","Puma","24cd8fb0-5249-4910-91f2-f21dd1ac1830",0,"2022-11-08 22:29:38.772658"
"71","22.9",7000,"Toyota Yaris 1,5 T3 Smart Design 5d","5512544","Fyn",2021,194900,"https://bilbasen.dk/brugt/bil/toyota/yaris/15-t3-smart-design-5d/5512544","Toyota","Yaris","2528749b-1997-42b0-9d9b-2fe6489cc04b",0,"2022-11-08 22:29:38.772658"
"72","23.3",78000,"Ford Fiesta 1,0 65 Trend 3d","5603731","Østjylland",2016,79900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-65-trend-3d/5603731","Ford","Fiesta",NA,0,"2022-11-08 22:29:38.772658"
"73","12.3",306000,"Ford Mondeo 2,0 Active stc. 5d","5623257","Syd- og Sønderjylland",2006,15000,"https://bilbasen.dk/brugt/bil/ford/mondeo/20-active-stc-5d/5623257","Ford","Mondeo",NA,0,"2022-11-08 22:29:38.772658"
"74","16.1",129000,"Ford Kuga 1,5 SCTi 150 Titanium 5d","5623282","Syd- og Vestsjælland",2016,159500,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-titanium-5d/5623282","Ford","Kuga","36c31527-2f88-44f3-aa86-c754b7a2736d",0,"2022-11-08 22:29:38.772658"
"75","14.5",195000,"Ford C-MAX 1,6 Titanium 5d","5616769","København",2007,44900,"https://bilbasen.dk/brugt/bil/ford/c-max/16-titanium-5d/5616769","Ford","C-MAX","0b496efc-45ce-4fd3-9438-1b6505e4732c",0,"2022-11-08 22:29:38.772658"
"76","26.3",24000,"Toyota Aygo 1,0 VVT-i x-clusiv 5d","5558433","Syd- og Vestsjælland",2015,84900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-clusiv-5d/5558433","Toyota","Aygo",NA,0,"2022-11-08 22:29:38.772658"
"77","20.8",114000,"Ford Focus 1,0 SCTi 125 Business stc. 5d","5628969","Fyn",2017,132500,"https://bilbasen.dk/brugt/bil/ford/focus/10-scti-125-business-stc-5d/5628969","Ford","Focus","2819340c-15f2-4fa3-8abd-d2b547aea3d3",0,"2022-11-08 22:29:38.772658"
"78","23.7",19000,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d","5603611","Syd- og Vestsjælland",2021,169800,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-mhev-titanium-5d/5603611","Ford","Fiesta","c91453f0-3a43-4ce5-88ca-8572574ebfec",0,"2022-11-08 22:29:38.772658"
"79","23.3",73500,"Ford Fiesta 1,0 EcoBoost ST-Line 5d","5616734","Østjylland",2018,159900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-st-line-5d/5616734","Ford","Fiesta","90e58f65-aa4e-48d1-909e-a420c8576279",0,"2022-11-08 22:29:38.772658"
"80","15.9",138000,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d","5616695","Østjylland",2016,184900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-scti-160-titanium-aut-5d/5616695","Ford","Mondeo","5854ba74-c2bb-4979-ab9e-74494649bbee",0,"2022-11-08 22:29:38.772658"
"81","18.3",86966,"Toyota RAV4 2,0 T3 5d","5558373","Syd- og Sønderjylland",2019,329900,"https://bilbasen.dk/brugt/bil/toyota/rav4/20-t3-5d/5558373","Toyota","RAV4","73502688-f653-4df1-b861-f5ca98087de6",0,"2022-11-08 22:29:38.772658"
"82","20.8",42000,"Ford Focus 1,5 EcoBoost Active 5d","5565964","Syd- og Vestsjælland",2019,229900,"https://bilbasen.dk/brugt/bil/ford/focus/15-ecoboost-active-5d/5565964","Ford","Focus","5368ad6c-7c44-4abd-855d-3a085bd2e8f4",0,"2022-11-08 22:29:38.772658"
"83","15.4",50000,"Toyota Avensis 1,8 VVT-i T2 Premium Touring Sports 5d","5603531","København",2016,229900,"https://bilbasen.dk/brugt/bil/toyota/avensis/18-vvt-i-t2-premium-touring-sports-5d/5603531","Toyota","Avensis","65dfd542-e58d-4960-b2f7-8cddf058fd45",0,"2022-11-08 22:29:38.772658"
"84","21.6",46000,"Ford Fiesta 1,1 Trend 5d","5543522","Østjylland",2019,129900,"https://bilbasen.dk/brugt/bil/ford/fiesta/11-trend-5d/5543522","Ford","Fiesta","1d49f700-a895-4628-b46f-97ff34f36b92",0,"2022-11-08 22:29:38.772658"
"85","19.6",62000,"Ford Focus 1,0 EcoBoost Titanium aut. 5d","5540092","Syd- og Sønderjylland",2019,219900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-aut-5d/5540092","Ford","Focus","75e8dd33-3ee6-44d1-9383-4365335a13e1",0,"2022-11-08 22:29:38.772658"
"86","13.5",98000,"Ford Mondeo 1,5 EcoBoost Titanium stc. aut. 5d","5528740","Vestjylland",2018,238900,"https://bilbasen.dk/brugt/bil/ford/mondeo/15-ecoboost-titanium-stc-aut-5d/5528740","Ford","Mondeo","5c487760-a986-4f31-9c34-a9bbdcb35dbd",0,"2022-11-08 22:29:38.772658"
"87","19.6",65000,"Ford Focus 1,0 EcoBoost Titanium aut. 5d","5505907","Syd- og Vestsjælland",2019,221900,"https://bilbasen.dk/brugt/bil/ford/focus/10-ecoboost-titanium-aut-5d/5505907","Ford","Focus","b71bc51d-104f-4ea7-b7d0-912d3978a917",0,"2022-11-08 22:29:38.772658"
"88","16.1",65500,"Ford Kuga 1,5 SCTi 150 ST-Line 5d","5508165","Syd- og Vestsjælland",2018,254900,"https://bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-st-line-5d/5508165","Ford","Kuga","b71bc51d-104f-4ea7-b7d0-912d3978a917",0,"2022-11-08 22:29:38.772658"
"89","22.9",59000,"Ford Fiesta 1,0 EcoBoost Titanium 5d","5588611","Syd- og Sønderjylland",2018,144900,"https://bilbasen.dk/brugt/bil/ford/fiesta/10-ecoboost-titanium-5d/5588611","Ford","Fiesta",NA,0,"2022-11-08 22:29:38.772658"
"90","24.7",6500,"Toyota Aygo 1,0 VVT-i x-press 5d","5550806","København",2021,119900,"https://bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-press-5d/5550806","Toyota","Aygo","6ec12105-a2b4-4c85-9fb3-66ace4728773",0,"2022-11-08 22:29:38.772658"
